hm,Station Number,Day/Month/Year Hour24:Minutes in DD/MM/YYYY HH24:MI format in Local standard time,Mean sea level pressure in hPa,Quality of mean sea level pressure,Station level pressure in hPa,Quality of station level pressure,AWS Flag,#
hm, 14015,17/12/2014 04:00,1005.6,N,1001.7,N, 2,#
hm, 14015,17/12/2014 04:30,1005.5,N,1001.6,N, 2,#
hm, 14015,17/12/2014 05:00,1005.9,N,1002.0,N, 2,#
hm, 14015,17/12/2014 05:30,1006.1,N,1002.2,N, 2,#
hm, 14015,17/12/2014 06:00,1006.5,N,1002.6,N, 2,#
hm, 14015,17/12/2014 06:30,1006.9,N,1003.0,N, 2,#
hm, 14015,17/12/2014 07:00,1007.1,N,1003.2,N, 2,#
hm, 14015,17/12/2014 07:30,1007.2,N,1003.3,N, 2,#
hm, 14015,17/12/2014 08:00,1007.6,N,1003.7,N, 2,#
hm, 14015,17/12/2014 08:30,1007.7,N,1003.8,N, 2,#
hm, 14015,17/12/2014 09:00,1007.9,N,1004.0,N, 2,#
hm, 14015,17/12/2014 09:30,1008.2,N,1004.3,N, 2,#
hm, 14015,17/12/2014 10:00,1008.0,N,1004.1,N, 2,#
hm, 14015,17/12/2014 10:30,1008.1,N,1004.2,N, 2,#
hm, 14015,17/12/2014 11:00,1008.1,N,1004.2,N, 2,#
hm, 14015,17/12/2014 11:30,1008.0,N,1004.1,N, 2,#
hm, 14015,17/12/2014 12:00,1007.5,N,1003.6,N, 2,#
hm, 14015,17/12/2014 12:30,1007.1,N,1003.2,N, 2,#
hm, 14015,17/12/2014 13:00,1006.8,N,1002.9,N, 2,#
hm, 14015,17/12/2014 13:30,1006.5,N,1002.6,N, 2,#
hm, 14015,17/12/2014 14:00,1005.9,N,1002.0,N, 2,#
hm, 14015,17/12/2014 14:30,1005.1,N,1001.2,N, 2,#
hm, 14015,17/12/2014 15:00,1004.9,N,1001.0,N, 2,#
hm, 14015,17/12/2014 15:30,1005.1,N,1001.2,N, 2,#
hm, 14015,17/12/2014 16:00,1005.0,N,1001.1,N, 2,#
hm, 14015,17/12/2014 16:30,1005.1,N,1001.2,N, 2,#
hm, 14015,17/12/2014 17:00,1004.5,N,1000.6,N, 2,#
hm, 14015,17/12/2014 17:30,1004.5,N,1000.6,N, 2,#
hm, 14015,17/12/2014 18:00,1005.0,N,1001.1,N, 2,#
hm, 14015,17/12/2014 18:30,1005.5,N,1001.6,N, 2,#
hm, 14015,17/12/2014 19:00,1006.2,N,1002.3,N, 2,#
hm, 14015,17/12/2014 19:30,1007.1,N,1003.2,N, 2,#
hm, 14015,17/12/2014 20:00,1007.3,N,1003.4,N, 2,#
hm, 14015,17/12/2014 20:30,1008.0,N,1004.1,N, 2,#
hm, 14015,17/12/2014 21:00,1008.2,N,1004.3,N, 2,#
hm, 14015,17/12/2014 21:30,1008.0,N,1004.1,N, 2,#
hm, 14015,17/12/2014 22:00,1007.6,N,1003.7,N, 2,#
hm, 14015,17/12/2014 22:30,1007.4,N,1003.5,N, 2,#
hm, 14015,17/12/2014 23:00,1008.1,N,1004.2,N, 2,#
hm, 14015,17/12/2014 23:30,1008.0,N,1004.1,N, 2,#
hm, 14015,18/12/2014 00:00,1007.4,N,1003.5,N, 2,#
hm, 14015,18/12/2014 00:30,1007.0,N,1003.1,N, 2,#
hm, 14015,18/12/2014 01:00,1006.7,N,1002.8,N, 2,#
hm, 14015,18/12/2014 01:30,1006.7,N,1002.8,N, 1,#
hm, 14015,18/12/2014 02:00,1006.4,N,1002.5,N, 2,#
hm, 14015,18/12/2014 02:30,1006.1,N,1002.2,N, 2,#
hm, 14015,18/12/2014 03:00,1006.1,N,1002.2,N, 2,#
hm, 14015,18/12/2014 03:30,1006.2,N,1002.3,N, 2,#
hm, 14015,18/12/2014 04:00,1006.1,N,1002.2,N, 2,#
hm, 14015,18/12/2014 04:30,1006.3,N,1002.4,N, 2,#
hm, 14015,18/12/2014 05:00,1006.7,N,1002.7,N, 2,#
hm, 14015,18/12/2014 05:30,1006.9,N,1002.9,N, 2,#
hm, 14015,18/12/2014 06:00,1007.2,N,1003.2,N, 2,#
hm, 14015,18/12/2014 06:30,1007.8,N,1003.8,N, 2,#
hm, 14015,18/12/2014 07:00,1008.1,N,1004.2,N, 2,#
hm, 14015,18/12/2014 07:30,1008.4,N,1004.5,N, 2,#
hm, 14015,18/12/2014 08:00,1008.7,N,1004.8,N, 2,#
hm, 14015,18/12/2014 08:30,1009.0,N,1005.1,N, 2,#
hm, 14015,18/12/2014 09:00,1009.4,N,1005.5,N, 2,#
hm, 14015,18/12/2014 09:30,1009.7,N,1005.8,N, 2,#
hm, 14015,18/12/2014 10:00,1009.9,N,1006.0,N, 2,#
hm, 14015,18/12/2014 10:30,1010.0,N,1006.1,N, 2,#
hm, 14015,18/12/2014 11:00,1009.8,N,1005.9,N, 2,#
hm, 14015,18/12/2014 11:30,1009.5,N,1005.6,N, 2,#
hm, 14015,18/12/2014 12:00,1009.4,N,1005.5,N, 2,#
hm, 14015,18/12/2014 12:30,1008.9,N,1005.0,N, 2,#
hm, 14015,18/12/2014 13:00,1008.6,N,1004.7,N, 2,#
hm, 14015,18/12/2014 13:30,1008.2,N,1004.3,N, 2,#
hm, 14015,18/12/2014 14:00,1007.9,N,1004.0,N, 2,#
hm, 14015,18/12/2014 14:30,1007.6,N,1003.7,N, 2,#
hm, 14015,18/12/2014 15:00,1007.8,N,1003.9,N, 2,#
hm, 14015,18/12/2014 15:30,1006.5,N,1002.6,N, 2,#
hm, 14015,18/12/2014 16:00,1006.7,N,1002.8,N, 2,#
hm, 14015,18/12/2014 16:30,1006.1,N,1002.2,N, 2,#
hm, 14015,18/12/2014 17:00,1006.0,N,1002.1,N, 2,#
hm, 14015,18/12/2014 17:30,1006.2,N,1002.3,N, 2,#
hm, 14015,18/12/2014 18:00,1006.3,N,1002.4,N, 2,#
hm, 14015,18/12/2014 18:30,1006.9,N,1003.0,N, 2,#
hm, 14015,18/12/2014 19:00,1007.4,N,1003.5,N, 2,#
hm, 14015,18/12/2014 19:30,1007.5,N,1003.6,N, 2,#
hm, 14015,18/12/2014 20:00,1007.8,N,1003.9,N, 2,#
hm, 14015,18/12/2014 20:30,1008.4,N,1004.5,N, 2,#
hm, 14015,18/12/2014 21:00,1008.4,N,1004.5,N, 2,#
hm, 14015,18/12/2014 21:30,1008.7,N,1004.8,N, 2,#
hm, 14015,18/12/2014 22:00,1008.8,N,1004.9,N, 2,#
hm, 14015,18/12/2014 22:30,1009.1,N,1005.2,N, 2,#
hm, 14015,18/12/2014 23:00,1009.1,N,1005.2,N, 2,#
hm, 14015,18/12/2014 23:30,1009.1,N,1005.2,N, 2,#
hm, 14015,19/12/2014 00:00,1009.0,N,1005.1,N, 2,#
hm, 14015,19/12/2014 00:30,1008.9,N,1005.0,N, 2,#
hm, 14015,19/12/2014 01:00,1008.7,N,1004.8,N, 2,#
hm, 14015,19/12/2014 01:30,1008.7,N,1004.8,N, 2,#
hm, 14015,19/12/2014 02:00,1008.8,N,1004.9,N, 2,#
hm, 14015,19/12/2014 02:30,1008.7,N,1004.8,N, 2,#
hm, 14015,19/12/2014 03:00,1008.5,N,1004.5,N, 2,#
hm, 14015,19/12/2014 03:30,1008.2,N,1004.2,N, 2,#
hm, 14015,19/12/2014 04:00,1008.3,N,1004.3,N, 2,#
hm, 14015,19/12/2014 04:30,1008.5,N,1004.5,N, 2,#
hm, 14015,19/12/2014 05:00,1008.5,N,1004.5,N, 2,#
hm, 14015,19/12/2014 05:30,1008.6,N,1004.6,N, 2,#
hm, 14015,19/12/2014 06:00,1009.0,N,1005.0,N, 2,#
hm, 14015,19/12/2014 06:30,1009.4,N,1005.4,N, 2,#
hm, 14015,19/12/2014 07:00,1009.7,N,1005.8,N, 2,#
hm, 14015,19/12/2014 07:30,1010.0,N,1006.1,N, 2,#
hm, 14015,19/12/2014 08:00,1010.1,N,1006.2,N, 2,#
hm, 14015,19/12/2014 08:30,1010.4,N,1006.5,N, 2,#
hm, 14015,19/12/2014 09:00,1010.7,N,1006.8,N, 2,#
hm, 14015,19/12/2014 09:30,1010.8,N,1006.9,N, 2,#
hm, 14015,19/12/2014 10:00,1010.6,N,1006.7,N, 2,#
hm, 14015,19/12/2014 10:30,1010.6,N,1006.7,N, 2,#
hm, 14015,19/12/2014 11:00,1010.4,N,1006.5,N, 2,#
hm, 14015,19/12/2014 11:30,1010.1,N,1006.2,N, 2,#
hm, 14015,19/12/2014 12:00,1009.9,N,1006.0,N, 2,#
hm, 14015,19/12/2014 12:30,1009.6,N,1005.7,N, 2,#
hm, 14015,19/12/2014 13:00,1009.0,N,1005.1,N, 2,#
hm, 14015,19/12/2014 13:30,1008.5,N,1004.6,N, 2,#
hm, 14015,19/12/2014 14:00,1008.0,N,1004.1,N, 2,#
hm, 14015,19/12/2014 14:30,1007.5,N,1003.6,N, 2,#
hm, 14015,19/12/2014 15:00,1007.1,N,1003.2,N, 2,#
hm, 14015,19/12/2014 15:30,1006.2,N,1002.3,N, 2,#
hm, 14015,19/12/2014 16:00,1006.3,N,1002.4,N, 2,#
hm, 14015,19/12/2014 16:30,1006.3,N,1002.4,N, 2,#
hm, 14015,19/12/2014 17:00,1005.9,N,1002.0,N, 2,#
hm, 14015,19/12/2014 17:30,1006.2,N,1002.3,N, 2,#
hm, 14015,19/12/2014 18:00,1006.4,N,1002.5,N, 2,#
hm, 14015,19/12/2014 18:30,1007.3,N,1003.4,N, 2,#
hm, 14015,19/12/2014 19:00,1007.6,N,1003.7,N, 2,#
hm, 14015,19/12/2014 19:30,1007.9,N,1004.0,N, 2,#
hm, 14015,19/12/2014 20:00,1008.1,N,1004.2,N, 2,#
hm, 14015,19/12/2014 20:30,1008.2,N,1004.3,N, 2,#
hm, 14015,19/12/2014 21:00,1008.7,N,1004.8,N, 2,#
hm, 14015,19/12/2014 21:30,1009.1,N,1005.2,N, 2,#
hm, 14015,19/12/2014 22:00,1009.6,N,1005.7,N, 2,#
hm, 14015,19/12/2014 22:30,1010.3,N,1006.4,N, 2,#
hm, 14015,19/12/2014 23:00,1010.2,N,1006.3,N, 2,#
hm, 14015,19/12/2014 23:30,1010.2,N,1006.2,N, 2,#
hm, 14015,20/12/2014 00:00,1010.3,N,1006.3,N, 2,#
hm, 14015,20/12/2014 00:30,1009.9,N,1006.0,N, 2,#
hm, 14015,20/12/2014 01:00,1008.5,N,1004.6,N, 2,#
hm, 14015,20/12/2014 01:30,1007.9,N,1004.0,N, 2,#
hm, 14015,20/12/2014 02:00,1008.2,N,1004.3,N, 2,#
hm, 14015,20/12/2014 02:30,1008.0,N,1004.1,N, 2,#
hm, 14015,20/12/2014 03:00,1008.2,N,1004.3,N, 2,#
hm, 14015,20/12/2014 03:30,1007.8,N,1003.9,N, 2,#
hm, 14015,20/12/2014 04:00,1007.9,N,1004.0,N, 2,#
hm, 14015,20/12/2014 04:25,1007.5,N,1003.6,N, 2,#
hm, 14015,20/12/2014 04:30,1007.5,N,1003.6,N, 2,#
hm, 14015,20/12/2014 05:00,1008.3,N,1004.3,N, 2,#
hm, 14015,20/12/2014 05:10,1009.0,N,1005.0,N, 2,#
hm, 14015,20/12/2014 05:14,1009.4,N,1005.4,N, 2,#
hm, 14015,20/12/2014 05:24,1009.3,N,1005.3,N, 2,#
hm, 14015,20/12/2014 05:30,1009.3,N,1005.3,N, 2,#
hm, 14015,20/12/2014 05:40,1009.4,N,1005.4,N, 2,#
hm, 14015,20/12/2014 06:00,1009.5,N,1005.5,N, 2,#
hm, 14015,20/12/2014 06:30,1009.8,N,1005.8,N, 2,#
hm, 14015,20/12/2014 07:00,1009.8,N,1005.8,N, 2,#
hm, 14015,20/12/2014 07:30,1009.9,N,1005.9,N, 2,#
hm, 14015,20/12/2014 08:00,1010.2,N,1006.2,N, 2,#
hm, 14015,20/12/2014 08:30,1010.5,N,1006.5,N, 2,#
hm, 14015,20/12/2014 09:00,1010.3,N,1006.3,N, 2,#
hm, 14015,20/12/2014 09:30,1010.1,N,1006.1,N, 2,#
hm, 14015,20/12/2014 10:00,1010.0,N,1006.0,N, 2,#
hm, 14015,20/12/2014 10:30,1009.8,N,1005.9,N, 2,#
hm, 14015,20/12/2014 11:00,1009.5,N,1005.6,N, 2,#
hm, 14015,20/12/2014 11:30,1009.0,N,1005.1,N, 2,#
hm, 14015,20/12/2014 12:00,1008.5,N,1004.6,N, 2,#
hm, 14015,20/12/2014 12:30,1008.0,N,1004.1,N, 2,#
hm, 14015,20/12/2014 13:00,1007.5,N,1003.6,N, 2,#
hm, 14015,20/12/2014 13:30,1006.9,N,1003.0,N, 2,#
hm, 14015,20/12/2014 14:00,1006.5,N,1002.6,N, 2,#
hm, 14015,20/12/2014 14:30,1006.1,N,1002.2,N, 2,#
hm, 14015,20/12/2014 15:00,1005.7,N,1001.8,N, 2,#
hm, 14015,20/12/2014 15:30,1005.2,N,1001.3,N, 2,#
hm, 14015,20/12/2014 16:00,1004.8,N,1000.9,N, 2,#
hm, 14015,20/12/2014 16:30,1004.6,N,1000.7,N, 2,#
hm, 14015,20/12/2014 17:00,1004.6,N,1000.7,N, 2,#
hm, 14015,20/12/2014 17:30,1004.6,N,1000.7,N, 2,#
hm, 14015,20/12/2014 18:00,1004.9,N,1001.0,N, 2,#
hm, 14015,20/12/2014 18:30,1005.2,N,1001.3,N, 2,#
hm, 14015,20/12/2014 19:00,1005.3,N,1001.4,N, 2,#
hm, 14015,20/12/2014 19:30,1005.9,N,1002.0,N, 2,#
hm, 14015,20/12/2014 20:00,1006.4,N,1002.5,N, 2,#
hm, 14015,20/12/2014 20:30,1006.6,N,1002.7,N, 2,#
hm, 14015,20/12/2014 21:00,1007.4,N,1003.5,N, 2,#
hm, 14015,20/12/2014 21:30,1007.7,N,1003.8,N, 2,#
hm, 14015,20/12/2014 22:00,1007.8,N,1003.9,N, 2,#
hm, 14015,20/12/2014 22:30,1008.3,N,1004.4,N, 2,#
hm, 14015,20/12/2014 23:00,1008.5,N,1004.6,N, 2,#
hm, 14015,20/12/2014 23:30,1008.7,N,1004.8,N, 2,#
hm, 14015,20/12/2014 23:52,1008.5,N,1004.6,N, 2,#
hm, 14015,21/12/2014 00:00,1008.6,N,1004.7,N, 2,#
hm, 14015,21/12/2014 00:05,1008.6,N,1004.7,N, 2,#
hm, 14015,21/12/2014 00:22,1008.7,N,1004.7,N, 2,#
hm, 14015,21/12/2014 00:30,1008.7,N,1004.7,N, 2,#
hm, 14015,21/12/2014 01:00,1008.2,N,1004.2,N, 2,#
hm, 14015,21/12/2014 01:30,1007.8,N,1003.8,N, 2,#
hm, 14015,21/12/2014 02:00,1007.0,N,1003.0,N, 2,#
hm, 14015,21/12/2014 02:30,1006.8,N,1002.8,N, 2,#
hm, 14015,21/12/2014 03:00,1006.5,N,1002.5,N, 2,#
hm, 14015,21/12/2014 03:30,1006.6,N,1002.6,N, 2,#
hm, 14015,21/12/2014 04:00,1006.6,N,1002.6,N, 2,#
hm, 14015,21/12/2014 04:30,1006.7,N,1002.7,N, 2,#
hm, 14015,21/12/2014 05:00,1007.0,N,1003.0,N, 2,#
hm, 14015,21/12/2014 05:30,1007.3,N,1003.3,N, 2,#
hm, 14015,21/12/2014 06:00,1007.5,N,1003.5,N, 2,#
hm, 14015,21/12/2014 06:30,1007.8,N,1003.8,N, 2,#
hm, 14015,21/12/2014 07:00,1008.0,N,1004.0,N, 2,#
hm, 14015,21/12/2014 07:30,1008.5,N,1004.6,N, 2,#
hm, 14015,21/12/2014 08:00,1009.0,N,1005.1,N, 2,#
hm, 14015,21/12/2014 08:30,1009.7,N,1005.8,N, 2,#
hm, 14015,21/12/2014 09:00,1009.9,N,1006.0,N, 2,#
hm, 14015,21/12/2014 09:30,1009.8,N,1005.9,N, 2,#
hm, 14015,21/12/2014 10:00,1009.7,N,1005.8,N, 2,#
hm, 14015,21/12/2014 10:30,1009.8,N,1005.9,N, 2,#
hm, 14015,21/12/2014 11:00,1009.5,N,1005.6,N, 2,#
hm, 14015,21/12/2014 11:30,1009.0,N,1005.1,N, 2,#
hm, 14015,21/12/2014 12:00,1008.4,N,1004.5,N, 2,#
hm, 14015,21/12/2014 12:30,1008.0,N,1004.1,N, 2,#
hm, 14015,21/12/2014 13:00,1007.7,N,1003.8,N, 2,#
hm, 14015,21/12/2014 13:30,1007.1,N,1003.2,N, 2,#
hm, 14015,21/12/2014 14:00,1006.5,N,1002.6,N, 2,#
hm, 14015,21/12/2014 14:30,1006.3,N,1002.4,N, 2,#
hm, 14015,21/12/2014 15:00,1005.7,N,1001.8,N, 2,#
hm, 14015,21/12/2014 15:30,1005.3,N,1001.4,N, 2,#
hm, 14015,21/12/2014 16:00,1004.9,N,1001.0,N, 2,#
hm, 14015,21/12/2014 16:30,1004.7,N,1000.8,N, 2,#
hm, 14015,21/12/2014 17:00,1004.5,N,1000.6,N, 2,#
hm, 14015,21/12/2014 17:30,1004.5,N,1000.6,N, 2,#
hm, 14015,21/12/2014 18:00,1004.5,N,1000.6,N, 2,#
hm, 14015,21/12/2014 18:30,1004.8,N,1000.9,N, 2,#
hm, 14015,21/12/2014 19:00,1005.4,N,1001.5,N, 2,#
hm, 14015,21/12/2014 19:30,1005.8,N,1001.9,N, 2,#
hm, 14015,21/12/2014 20:00,1006.2,N,1002.3,N, 2,#
hm, 14015,21/12/2014 20:30,1006.6,N,1002.7,N, 2,#
hm, 14015,21/12/2014 21:00,1006.8,N,1002.9,N, 2,#
hm, 14015,21/12/2014 21:30,1007.3,N,1003.4,N, 2,#
hm, 14015,21/12/2014 22:00,1007.6,N,1003.7,N, 2,#
hm, 14015,21/12/2014 22:30,1007.6,N,1003.7,N, 2,#
hm, 14015,21/12/2014 23:00,1007.6,N,1003.7,N, 2,#
hm, 14015,22/12/2014 00:30,1007.5,N,1003.6,N, 2,#
hm, 14015,22/12/2014 01:00,1007.3,N,1003.4,N, 2,#
hm, 14015,22/12/2014 01:30,1007.2,N,1003.3,N, 2,#
hm, 14015,22/12/2014 02:00,1007.0,N,1003.1,N, 2,#
hm, 14015,22/12/2014 02:30,1006.8,N,1002.9,N, 2,#
hm, 14015,22/12/2014 03:00,1006.9,N,1002.9,N, 2,#
hm, 14015,22/12/2014 03:30,1007.0,N,1003.0,N, 2,#
hm, 14015,22/12/2014 04:00,1006.8,N,1002.8,N, 2,#
hm, 14015,22/12/2014 04:30,1006.8,N,1002.8,N, 2,#
hm, 14015,22/12/2014 05:00,1007.2,N,1003.2,N, 2,#
hm, 14015,22/12/2014 05:30,1007.2,N,1003.2,N, 2,#
hm, 14015,22/12/2014 05:47,1007.6,N,1003.6,N, 1,#
hm, 14015,22/12/2014 06:00,1007.7,N,1003.7,N, 2,#
hm, 14015,22/12/2014 06:30,1007.5,N,1003.5,N, 2,#
hm, 14015,22/12/2014 07:00,1008.3,N,1004.3,N, 2,#
hm, 14015,22/12/2014 07:30,1008.5,N,1004.5,N, 2,#
hm, 14015,22/12/2014 08:00,1009.3,N,1005.3,N, 2,#
hm, 14015,22/12/2014 08:30,1009.2,N,1005.2,N, 2,#
hm, 14015,22/12/2014 09:00,1009.6,N,1005.6,N, 2,#
hm, 14015,22/12/2014 09:30,1009.2,N,1005.3,N, 2,#
hm, 14015,22/12/2014 10:00,1009.0,N,1005.1,N, 2,#
hm, 14015,22/12/2014 10:30,1009.0,N,1005.1,N, 2,#
hm, 14015,22/12/2014 11:00,1008.9,N,1005.0,N, 2,#
hm, 14015,22/12/2014 11:30,1008.8,N,1004.9,N, 2,#
hm, 14015,22/12/2014 12:00,1008.4,N,1004.5,N, 2,#
hm, 14015,22/12/2014 12:30,1008.1,N,1004.2,N, 2,#
hm, 14015,22/12/2014 13:00,1007.9,N,1004.0,N, 2,#
hm, 14015,22/12/2014 13:30,1007.5,N,1003.6,N, 2,#
hm, 14015,22/12/2014 14:00,1006.9,N,1003.0,N, 2,#
hm, 14015,22/12/2014 14:30,1006.5,N,1002.6,N, 2,#
hm, 14015,22/12/2014 15:00,1006.1,N,1002.2,N, 2,#
hm, 14015,22/12/2014 15:30,1006.1,N,1002.2,N, 2,#
hm, 14015,22/12/2014 16:00,1005.7,N,1001.8,N, 2,#
hm, 14015,22/12/2014 16:30,1005.1,N,1001.2,N, 2,#
hm, 14015,22/12/2014 17:00,1004.8,N,1000.9,N, 2,#
hm, 14015,22/12/2014 17:30,1004.9,N,1001.0,N, 2,#
hm, 14015,22/12/2014 18:00,1005.2,N,1001.3,N, 2,#
hm, 14015,22/12/2014 18:30,1005.4,N,1001.5,N, 2,#
hm, 14015,22/12/2014 19:00,1005.8,N,1001.9,N, 2,#
hm, 14015,22/12/2014 19:30,1006.3,N,1002.4,N, 2,#
hm, 14015,22/12/2014 20:00,1006.7,N,1002.8,N, 2,#
hm, 14015,22/12/2014 20:30,1007.1,N,1003.2,N, 2,#
hm, 14015,22/12/2014 21:00,1007.4,N,1003.5,N, 2,#
hm, 14015,22/12/2014 21:30,1007.5,N,1003.6,N, 2,#
hm, 14015,22/12/2014 22:00,1007.4,N,1003.5,N, 2,#
hm, 14015,22/12/2014 22:30,1007.7,N,1003.8,N, 2,#
hm, 14015,22/12/2014 23:00,1007.9,N,1004.0,N, 2,#
hm, 14015,22/12/2014 23:30,1008.0,N,1004.1,N, 2,#
hm, 14015,23/12/2014 00:00,1007.9,N,1004.0,N, 2,#
hm, 14015,23/12/2014 00:30,1007.9,N,1004.0,N, 2,#
hm, 14015,23/12/2014 01:00,1007.5,N,1003.6,N, 2,#
hm, 14015,23/12/2014 01:30,1007.4,N,1003.5,N, 2,#
hm, 14015,23/12/2014 02:00,1007.4,N,1003.5,N, 2,#
hm, 14015,23/12/2014 02:30,1007.3,N,1003.4,N, 2,#
hm, 14015,23/12/2014 03:00,1007.5,N,1003.5,N, 2,#
hm, 14015,23/12/2014 03:30,1007.4,N,1003.4,N, 2,#
hm, 14015,23/12/2014 04:00,1007.5,N,1003.5,N, 2,#
hm, 14015,23/12/2014 04:30,1007.5,N,1003.5,N, 2,#
hm, 14015,23/12/2014 05:00,1007.4,N,1003.4,N, 2,#
hm, 14015,23/12/2014 05:30,1007.9,N,1003.9,N, 2,#
hm, 14015,23/12/2014 06:00,1008.2,N,1004.2,N, 2,#
hm, 14015,23/12/2014 06:30,1008.6,N,1004.6,N, 2,#
hm, 14015,23/12/2014 07:00,1008.9,N,1004.9,N, 2,#
hm, 14015,23/12/2014 07:30,1009.5,N,1005.5,N, 2,#
hm, 14015,23/12/2014 08:00,1009.8,N,1005.8,N, 2,#
hm, 14015,23/12/2014 08:30,1010.0,N,1006.0,N, 2,#
hm, 14015,23/12/2014 09:00,1010.1,N,1006.2,N, 2,#
hm, 14015,23/12/2014 09:30,1009.8,N,1005.9,N, 2,#
hm, 14015,23/12/2014 10:00,1009.8,N,1005.9,N, 2,#
hm, 14015,23/12/2014 10:30,1009.7,N,1005.8,N, 2,#
hm, 14015,23/12/2014 11:00,1009.3,N,1005.4,N, 2,#
hm, 14015,23/12/2014 11:30,1009.2,N,1005.3,N, 2,#
hm, 14015,23/12/2014 12:00,1008.9,N,1005.0,N, 2,#
hm, 14015,23/12/2014 12:30,1008.5,N,1004.6,N, 2,#
hm, 14015,23/12/2014 13:00,1007.9,N,1004.0,N, 2,#
hm, 14015,23/12/2014 13:30,1007.1,N,1003.2,N, 2,#
hm, 14015,23/12/2014 14:00,1006.6,N,1002.7,N, 2,#
hm, 14015,23/12/2014 14:30,1006.1,N,1002.2,N, 2,#
hm, 14015,23/12/2014 15:00,1005.6,N,1001.7,N, 2,#
hm, 14015,23/12/2014 15:30,1005.3,N,1001.4,N, 2,#
hm, 14015,23/12/2014 16:00,1005.0,N,1001.1,N, 2,#
hm, 14015,23/12/2014 16:30,1005.1,N,1001.2,N, 2,#
hm, 14015,23/12/2014 17:00,1005.0,N,1001.1,N, 2,#
hm, 14015,23/12/2014 17:30,1005.3,N,1001.4,N, 2,#
hm, 14015,23/12/2014 18:00,1006.0,N,1002.1,N, 2,#
hm, 14015,23/12/2014 18:30,1006.3,N,1002.4,N, 2,#
hm, 14015,23/12/2014 19:00,1006.6,N,1002.7,N, 2,#
hm, 14015,23/12/2014 19:30,1007.2,N,1003.3,N, 2,#
hm, 14015,23/12/2014 20:00,1007.9,N,1004.0,N, 2,#
hm, 14015,23/12/2014 20:30,1008.2,N,1004.3,N, 2,#
hm, 14015,23/12/2014 21:00,1008.6,N,1004.6,N, 2,#
hm, 14015,23/12/2014 21:30,1008.7,N,1004.7,N, 2,#
hm, 14015,23/12/2014 22:00,1008.9,N,1004.9,N, 2,#
hm, 14015,23/12/2014 22:30,1009.0,N,1005.0,N, 2,#
hm, 14015,23/12/2014 23:00,1009.5,N,1005.5,N, 2,#
hm, 14015,23/12/2014 23:30,1009.8,N,1005.8,N, 2,#
hm, 14015,24/12/2014 00:00,1009.4,N,1005.4,N, 2,#
hm, 14015,24/12/2014 00:08,1009.4,N,1005.4,N, 2,#
hm, 14015,24/12/2014 00:27,1009.4,N,1005.4,N, 2,#
hm, 14015,24/12/2014 00:30,1009.3,N,1005.3,N, 2,#
hm, 14015,24/12/2014 00:38,1009.0,N,1005.0,N, 2,#
hm, 14015,24/12/2014 00:49,1009.0,N,1005.0,N, 2,#
hm, 14015,24/12/2014 01:00,1009.2,N,1005.2,N, 2,#
hm, 14015,24/12/2014 01:30,1009.1,N,1005.1,N, 2,#
hm, 14015,24/12/2014 01:55,1008.5,N,1004.5,N, 2,#
hm, 14015,24/12/2014 02:00,1008.4,N,1004.4,N, 2,#
hm, 14015,24/12/2014 02:09,1008.4,N,1004.4,N, 2,#
hm, 14015,24/12/2014 02:30,1008.4,N,1004.4,N, 2,#
hm, 14015,24/12/2014 03:00,1008.9,N,1004.9,N, 2,#
hm, 14015,24/12/2014 03:30,1008.9,N,1004.9,N, 2,#
hm, 14015,24/12/2014 04:00,1009.0,N,1005.0,N, 2,#
hm, 14015,24/12/2014 04:30,1008.4,N,1004.4,N, 2,#
hm, 14015,24/12/2014 05:00,1008.7,N,1004.7,N, 2,#
hm, 14015,24/12/2014 05:12,1008.8,N,1004.8,N, 2,#
hm, 14015,24/12/2014 05:30,1008.4,N,1004.4,N, 2,#
hm, 14015,24/12/2014 06:00,1008.2,N,1004.2,N, 2,#
hm, 14015,24/12/2014 06:30,1008.0,N,1004.0,N, 2,#
hm, 14015,24/12/2014 07:00,1008.0,N,1004.0,N, 2,#
hm, 14015,24/12/2014 07:30,1008.1,N,1004.1,N, 2,#
hm, 14015,24/12/2014 08:00,1008.7,N,1004.7,N, 2,#
hm, 14015,24/12/2014 08:30,1009.3,N,1005.3,N, 2,#
hm, 14015,24/12/2014 09:00,1009.6,N,1005.6,N, 2,#
hm, 14015,24/12/2014 09:30,1009.7,N,1005.7,N, 2,#
hm, 14015,24/12/2014 10:00,1009.7,N,1005.7,N, 2,#
hm, 14015,24/12/2014 10:30,1009.9,N,1005.9,N, 2,#
hm, 14015,24/12/2014 11:00,1009.6,N,1005.7,N, 2,#
hm, 14015,24/12/2014 11:30,1009.2,N,1005.3,N, 2,#
hm, 14015,24/12/2014 12:00,1008.9,N,1005.0,N, 2,#
hm, 14015,24/12/2014 12:30,1008.4,N,1004.5,N, 2,#
hm, 14015,24/12/2014 13:00,1008.0,N,1004.1,N, 2,#
hm, 14015,24/12/2014 13:30,1007.4,N,1003.5,N, 2,#
hm, 14015,24/12/2014 14:00,1006.8,N,1002.9,N, 2,#
hm, 14015,24/12/2014 14:30,1006.2,N,1002.3,N, 2,#
hm, 14015,24/12/2014 15:00,1005.8,N,1001.9,N, 2,#
hm, 14015,24/12/2014 15:30,1005.2,N,1001.3,N, 2,#
hm, 14015,24/12/2014 16:00,1005.2,N,1001.3,N, 2,#
